sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:13:12;19.20;19.20;19.19;18.14;144.87;144.84;144.78;144.15;123.76;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:16:31;19.50;19.50;19.50;18.44;147.25;147.22;147.16;146.52;125.81;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:19:40;19.85;19.85;19.84;18.77;149.86;149.83;149.77;149.12;128.04;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:22:29;19.26;19.26;19.26;18.21;145.43;145.39;145.34;144.71;124.25;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:25:22;19.67;19.67;19.67;18.60;148.54;148.50;148.45;147.80;126.91;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:28:08;20.34;20.34;20.34;19.24;153.62;153.58;153.52;152.86;131.24;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:31:03;20.79;20.77;20.71;19.50;155.76;155.72;155.65;154.89;132.88;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:33:49;20.61;20.61;20.61;19.49;155.62;155.58;155.52;154.85;132.96;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:36:35;19.67;19.67;19.67;18.60;148.52;148.49;148.43;147.79;126.89;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:39:22;20.83;20.83;20.80;19.65;156.89;156.86;156.79;156.08;133.98;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:42:11;19.92;19.90;19.80;18.60;148.57;148.53;148.45;147.68;126.64;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:44:57;19.53;19.53;19.49;18.38;146.79;146.76;146.69;146.01;125.30;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:47:43;19.38;19.38;19.38;18.32;146.27;146.24;146.18;145.54;124.95;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:50:30;20.15;20.12;19.96;18.70;149.32;149.28;149.19;148.35;127.13;0.51
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:53:19;19.86;19.85;19.82;18.71;149.39;149.35;149.29;148.60;127.54;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:56:09;20.40;20.40;20.40;19.29;154.07;154.03;153.98;153.31;131.63;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T21:58:55;19.03;19.03;19.03;17.99;143.70;143.66;143.61;142.98;122.77;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:01:58;20.15;20.15;20.15;19.05;152.16;152.13;152.07;151.41;130.00;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:05:11;20.21;20.21;20.21;19.11;152.60;152.56;152.51;151.84;130.37;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:08:35;19.49;19.49;19.49;18.43;147.16;147.12;147.07;146.43;125.73;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:11:35;19.30;19.30;19.30;18.25;145.73;145.69;145.64;145.00;124.50;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:14:48;20.20;20.20;20.19;19.09;152.46;152.43;152.37;151.70;130.25;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:18:10;20.95;20.95;20.95;19.81;158.19;158.16;158.10;157.41;135.16;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:21:16;19.96;19.95;19.91;18.79;150.07;150.04;149.97;149.28;128.12;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:24:21;20.74;20.74;20.74;19.61;156.60;156.57;156.51;155.83;133.79;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:27:07;20.13;20.13;20.13;19.04;152.03;151.99;151.94;151.28;129.89;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:29:56;19.31;19.31;19.31;18.26;145.84;145.81;145.75;145.12;124.60;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:32:42;19.10;19.09;19.09;18.05;144.12;144.09;144.03;143.40;123.12;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:35:28;18.37;18.37;18.37;17.37;138.75;138.71;138.66;138.06;118.54;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:38:27;18.98;18.98;18.98;17.95;143.33;143.30;143.24;142.62;122.46;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:41:27;17.63;17.63;17.63;16.67;133.12;133.09;133.04;132.46;113.73;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:44:36;18.19;18.19;18.19;17.20;137.38;137.35;137.30;136.70;117.38;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:47:22;18.55;18.55;18.53;17.50;139.78;139.74;139.69;139.06;119.37;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:50:10;18.81;18.81;18.81;17.79;142.07;142.04;141.99;141.37;121.38;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:53:03;18.64;18.63;18.59;17.53;140.03;140.00;139.93;139.27;119.52;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:56:12;17.99;17.99;17.99;17.01;135.83;135.80;135.75;135.16;116.05;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T22:59:18;17.05;17.05;17.04;16.10;128.61;128.58;128.53;127.96;109.86;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:02:04;17.09;17.09;17.09;16.17;129.09;129.06;129.01;128.45;110.29;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:04:56;17.71;17.69;17.61;16.56;132.27;132.23;132.17;131.49;112.77;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:07:44;17.40;17.40;17.38;16.41;131.05;131.02;130.96;130.37;111.90;0.50
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:10:30;19.20;19.13;18.79;17.38;138.86;138.81;138.68;137.68;117.67;0.51
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:13:25;18.57;18.57;18.54;17.49;139.71;139.68;139.62;138.97;119.28;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:16:11;16.98;16.98;16.98;16.06;128.26;128.23;128.18;127.63;109.58;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:18:47;16.34;16.34;16.34;15.45;123.36;123.34;123.29;122.75;105.40;0.46
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:21:32;16.65;16.65;16.65;15.74;125.71;125.68;125.63;125.09;107.40;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:23:57;16.97;16.97;16.97;16.04;128.13;128.10;128.05;127.49;109.47;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:26:30;16.73;16.73;16.73;15.83;126.38;126.35;126.30;125.75;107.97;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:29:05;16.24;16.24;16.24;15.36;122.63;122.60;122.55;122.02;104.77;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:31:53;15.38;15.38;15.38;14.54;116.13;116.10;116.06;115.55;99.22;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:34:30;16.28;16.28;16.28;15.40;122.98;122.95;122.90;122.37;105.07;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:36:55;16.09;16.09;16.09;15.21;121.49;121.46;121.41;120.89;103.79;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:39:26;15.58;15.58;15.58;14.73;117.62;117.59;117.55;117.04;100.49;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:42:09;15.03;15.03;15.03;14.21;113.47;113.45;113.41;112.91;96.95;0.47
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:44:53;15.29;15.29;15.29;14.46;115.49;115.46;115.42;114.91;98.67;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:47:40;15.51;15.51;15.51;14.66;117.11;117.08;117.04;116.53;100.05;0.49
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:50:15;15.60;15.60;15.60;14.76;117.84;117.81;117.77;117.26;100.68;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:56:22;16.14;16.14;16.14;15.27;121.91;121.88;121.83;121.30;104.15;0.48
29175;SPS30;19918;48.80010380;9.00258013;2020-06-10T23:59:07;15.62;15.62;15.62;14.77;117.95;117.93;117.88;117.37;100.78;0.48
