sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
10006;BME280;5042;42.626;23.382;2020-06-10T09:32:43;93956.25;;;29.30;46.18
10006;BME280;5042;42.626;23.382;2020-06-10T09:35:16;93947.84;;;29.49;44.04
10006;BME280;5042;42.626;23.382;2020-06-10T09:38:00;93951.19;;;29.20;43.73
10006;BME280;5042;42.626;23.382;2020-06-10T09:40:58;93953.06;;;29.10;44.42
10006;BME280;5042;42.626;23.382;2020-06-10T09:43:42;93948.78;;;29.18;43.11
10006;BME280;5042;42.626;23.382;2020-06-10T09:46:26;93958.19;;;29.38;45.32
10006;BME280;5042;42.626;23.382;2020-06-10T09:49:25;93939.88;;;29.35;42.72
10006;BME280;5042;42.626;23.382;2020-06-10T09:52:05;93945.62;;;29.25;44.75
10006;BME280;5042;42.626;23.382;2020-06-10T09:54:49;93951.19;;;29.20;45.28
10006;BME280;5042;42.626;23.382;2020-06-10T09:57:23;93943.50;;;28.95;45.77
10006;BME280;5042;42.626;23.382;2020-06-10T10:00:20;93945.59;;;29.16;45.20
10006;BME280;5042;42.626;23.382;2020-06-10T10:03:07;93941.81;;;29.17;46.43
10006;BME280;5042;42.626;23.382;2020-06-10T10:05:53;93933.25;;;29.24;45.46
10006;BME280;5042;42.626;23.382;2020-06-10T10:08:34;93929.56;;;29.54;44.60
10006;BME280;5042;42.626;23.382;2020-06-10T10:11:10;93937.50;;;29.77;41.81
10006;BME280;5042;42.626;23.382;2020-06-10T10:13:55;93928.00;;;29.36;42.42
10006;BME280;5042;42.626;23.382;2020-06-10T10:16:26;93913.69;;;29.27;41.92
10006;BME280;5042;42.626;23.382;2020-06-10T10:19:17;93921.63;;;29.23;40.35
10006;BME280;5042;42.626;23.382;2020-06-10T10:21:59;93925.87;;;28.89;42.52
10006;BME280;5042;42.626;23.382;2020-06-10T10:24:43;93920.94;;;28.83;43.80
10006;BME280;5042;42.626;23.382;2020-06-10T10:27:26;93914.22;;;28.54;43.05
10006;BME280;5042;42.626;23.382;2020-06-10T10:30:10;93912.69;;;28.30;43.10
10006;BME280;5042;42.626;23.382;2020-06-10T10:32:46;93913.19;;;27.70;44.67
10006;BME280;5042;42.626;23.382;2020-06-10T10:35:30;93914.00;;;27.12;46.82
10006;BME280;5042;42.626;23.382;2020-06-10T10:38:11;93909.06;;;26.13;51.31
10006;BME280;5042;42.626;23.382;2020-06-10T10:41:01;93904.31;;;25.77;54.09
10006;BME280;5042;42.626;23.382;2020-06-10T10:43:45;93903.09;;;25.56;56.62
10006;BME280;5042;42.626;23.382;2020-06-10T10:46:26;93911.25;;;25.32;58.77
10006;BME280;5042;42.626;23.382;2020-06-10T10:49:11;93919.84;;;25.10;59.60
10006;BME280;5042;42.626;23.382;2020-06-10T10:51:55;93902.91;;;24.76;61.24
10006;BME280;5042;42.626;23.382;2020-06-10T10:54:29;93905.81;;;24.61;61.35
10006;BME280;5042;42.626;23.382;2020-06-10T10:57:10;93912.75;;;24.38;59.74
10006;BME280;5042;42.626;23.382;2020-06-10T10:59:54;93901.28;;;24.13;59.11
10006;BME280;5042;42.626;23.382;2020-06-10T11:02:35;93891.38;;;23.90;58.10
10006;BME280;5042;42.626;23.382;2020-06-10T11:05:19;93871.75;;;23.65;60.90
10006;BME280;5042;42.626;23.382;2020-06-10T11:08:03;93876.44;;;23.25;61.73
10006;BME280;5042;42.626;23.382;2020-06-10T11:10:48;93880.53;;;22.73;65.11
10006;BME280;5042;42.626;23.382;2020-06-10T11:13:21;93893.19;;;22.57;66.34
10006;BME280;5042;42.626;23.382;2020-06-10T11:16:05;93888.13;;;22.51;64.92
10006;BME280;5042;42.626;23.382;2020-06-10T11:18:55;93886.66;;;22.19;66.34
10006;BME280;5042;42.626;23.382;2020-06-10T11:21:43;93878.47;;;22.00;68.40
10006;BME280;5042;42.626;23.382;2020-06-10T11:24:24;93876.91;;;21.78;70.11
10006;BME280;5042;42.626;23.382;2020-06-10T11:27:09;93890.03;;;21.65;71.46
10006;BME280;5042;42.626;23.382;2020-06-10T11:29:53;93900.41;;;21.30;70.16
10006;BME280;5042;42.626;23.382;2020-06-10T11:32:29;93841.97;;;20.37;76.96
10006;BME280;5042;42.626;23.382;2020-06-10T11:35:00;93912.53;;;20.39;80.89
10006;BME280;5042;42.626;23.382;2020-06-10T11:37:42;93908.09;;;19.97;86.44
10006;BME280;5042;42.626;23.382;2020-06-10T11:40:26;93915.50;;;19.53;85.24
10006;BME280;5042;42.626;23.382;2020-06-10T11:43:05;93918.87;;;18.51;87.13
10006;BME280;5042;42.626;23.382;2020-06-10T11:45:49;93915.50;;;18.34;93.80
10006;BME280;5042;42.626;23.382;2020-06-10T11:48:31;93889.38;;;18.20;94.84
10006;BME280;5042;42.626;23.382;2020-06-10T11:51:14;93870.66;;;18.10;96.41
10006;BME280;5042;42.626;23.382;2020-06-10T11:53:46;93877.47;;;18.01;96.63
